Indicator,  Merchandise imports by product group – annual (Million US dollar),,,,,,,,
,,,,,,,,,
Reporting Economy,Product/Sector,Partner Economy,2015,2016,2017,2018,2019,2020,
Sweden,SI3_AGG - TO - Total merchandise,World,138398,141021,154215,170605,158971,149880,
Sweden,SI3_AGG - AG - Agricultural products,World,17505,18667,19218,20957,19793,19597,
Sweden,SI3_AGG - AGFO - Food,World,15461,16554,16950,18208,17329,17356,
Sweden,SI3_AGG - MI - Fuels and mining products,World,17312,16096,19712,24781,20984,15614,
Sweden,SI3_AGG - MIFU - Fuels,World,13472,12550,15544,20183,16824,11668,
Sweden,SI3_AGG - MA - Manufactures,World,103290,105923,114815,124496,117821,114007,
Sweden,SI3_AGG - MAIS - Iron and steel,World,3911,4016,5232,6192,5071,4041,
Sweden,SI3_AGG - MACH - Chemicals,World,16229,15787,16853,18418,17895,18318,
Sweden,SI3_AGG - MACHPH - Pharmaceuticals,World,3968,4343,4377,4688,4915,5488,
Sweden,SI3_AGG - MAMT - Machinery and transport equipment,World,53374,55407,59710,65196,61103,58123,
Sweden,SI3_AGG - MAMTOF - Office and telecom equipment,World,14002,13771,13770,15282,13944,14663,
Sweden,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4466,4360,4533,5244,4499,4806,
Sweden,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,8769,8628,8526,9277,8650,9115,
Sweden,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,767,783,711,760,795,743,
Sweden,SI3_AGG - MAMTTE - Transport equipment,World,20444,22562,24599,26433,24172,21028,
Sweden,SI3_AGG - MAMTAU - Automotive products,World,14981,16876,18468,19026,17771,15577,
Sweden,SI3_AGG - MATE - Textiles,World,1309,1325,1424,1472,1431,1528,
Sweden,SI3_AGG - MACL - Clothing,World,4197,4397,4568,4754,4966,4825,
Switzerland,SI3_AGG - TO - Total merchandise,World,253027,270128,269834,279528,277830,291981,
Switzerland,SI3_AGG - AG - Agricultural products,World,12697,12646,13241,13760,13388,14446,
Switzerland,SI3_AGG - AGFO - Food,World,11212,11178,11763,12214,11928,12986,
Switzerland,SI3_AGG - MI - Fuels and mining products,World,13499,11670,13253,15296,15280,12905,
Switzerland,SI3_AGG - MIFU - Fuels,World,8923,6903,8197,9668,9298,5838,
Switzerland,SI3_AGG - MA - Manufactures,World,154994,158717,168798,184761,185279,174172,
Switzerland,SI3_AGG - MAIS - Iron and steel,World,2719,2651,3079,3483,2997,2731,
Switzerland,SI3_AGG - MACH - Chemicals,World,42211,46016,49384,53344,54940,56553,
Switzerland,SI3_AGG - MACHPH - Pharmaceuticals,World,23092,25827,29330,30627,32139,39371,
Switzerland,SI3_AGG - MAMT - Machinery and transport equipment,World,49118,49901,52250,54719,53884,52568,
Switzerland,SI3_AGG - MAMTOF - Office and telecom equipment,World,10473,9890,10592,11002,10762,11093,
Switzerland,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4487,4204,4596,4977,4890,4961,
Switzerland,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,4742,4654,4732,4722,4617,4794,
Switzerland,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1245,1032,1265,1303,1255,1338,
Switzerland,SI3_AGG - MAMTTE - Transport equipment,World,17849,19478,19444,19938,19737,18661,
Switzerland,SI3_AGG - MAMTAU - Automotive products,World,13659,13218,13641,13980,14436,13339,
Switzerland,SI3_AGG - MATE - Textiles,World,1916,1902,1921,2033,1921,2802,
Switzerland,SI3_AGG - MACL - Clothing,World,5614,5915,6696,7538,7710,8032,
Syrian Arab Republic,SI3_AGG - TO - Total merchandise,World,6275,4934,6153,7425,6684,5418,
Syrian Arab Republic,SI3_AGG - AG - Agricultural products,World,2235,1718,1964,2298,2206,1832,
Syrian Arab Republic,SI3_AGG - AGFO - Food,World,2163,1670,1871,2173,2096,1771,
Syrian Arab Republic,SI3_AGG - MI - Fuels and mining products,World,81,59,109,284,300,332,
Syrian Arab Republic,SI3_AGG - MIFU - Fuels,World,21,21,42,162,196,263,
Syrian Arab Republic,SI3_AGG - MA - Manufactures,World,3604,2848,3712,4427,3970,2769,
Syrian Arab Republic,SI3_AGG - MAIS - Iron and steel,World,212,138,281,409,285,236,
Syrian Arab Republic,SI3_AGG - MACH - Chemicals,World,786,725,891,992,858,753,
Syrian Arab Republic,SI3_AGG - MACHPH - Pharmaceuticals,World,143,133,162,229,176,166,
Syrian Arab Republic,SI3_AGG - MAMT - Machinery and transport equipment,World,1035,862,1091,1216,1171,634,
Syrian Arab Republic,SI3_AGG - MAMTOF - Office and telecom equipment,World,126,79,125,170,102,44,
Syrian Arab Republic,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,9,9,12,18,18,11,
Syrian Arab Republic,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,111,59,101,134,61,18,
Syrian Arab Republic,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,6,11,12,18,24,15,
Syrian Arab Republic,SI3_AGG - MAMTTE - Transport equipment,World,400,351,437,331,344,163,
Syrian Arab Republic,SI3_AGG - MAMTAU - Automotive products,World,343,278,341,246,275,116,
Syrian Arab Republic,SI3_AGG - MATE - Textiles,World,397,333,426,475,427,328,
Syrian Arab Republic,SI3_AGG - MACL - Clothing,World,112,91,80,84,54,22,
Chinese Taipei,SI3_AGG - TO - Total merchandise,World,237219,230568,259266,286333,287164,288053,
Chinese Taipei,SI3_AGG - AG - Agricultural products,World,14313,14219,15490,16001,15811,15447,
Chinese Taipei,SI3_AGG - AGFO - Food,World,11342,11532,12572,12924,13131,13166,
Chinese Taipei,SI3_AGG - MI - Fuels and mining products,World,50436,44589,55765,66887,59338,44462,
Chinese Taipei,SI3_AGG - MIFU - Fuels,World,37563,31868,40503,51267,44349,29731,
Chinese Taipei,SI3_AGG - MA - Manufactures,World,156635,167211,183164,198233,205770,221762,
Chinese Taipei,SI3_AGG - MAIS - Iron and steel,World,6677,6106,7457,8657,7156,6601,
Chinese Taipei,SI3_AGG - MACH - Chemicals,World,30094,29268,32487,35413,32138,31498,
Chinese Taipei,SI3_AGG - MACHPH - Pharmaceuticals,World,2954,3101,3583,4034,4425,4617,
Chinese Taipei,SI3_AGG - MAMT - Machinery and transport equipment,World,90113,102559,113657,122690,133765,147939,
Chinese Taipei,SI3_AGG - MAMTOF - Office and telecom equipment,World,46910,52099,62594,69526,73718,86423,
Chinese Taipei,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,4918,5474,8771,8915,10289,12495,
Chinese Taipei,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7452,7239,6066,5709,5849,6518,
Chinese Taipei,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,34540,39385,47757,54902,57580,67411,
Chinese Taipei,SI3_AGG - MAMTTE - Transport equipment,World,11166,12333,12717,12897,12976,12692,
Chinese Taipei,SI3_AGG - MAMTAU - Automotive products,World,6654,6758,7376,8070,8264,8900,
Chinese Taipei,SI3_AGG - MATE - Textiles,World,1271,1216,1319,1364,1302,1392,
Chinese Taipei,SI3_AGG - MACL - Clothing,World,1930,1958,1877,2086,2104,2016,
Tajikistan,SI3_AGG - TO - Total merchandise,World,3436,3031,2775,3151,3349,3151,
Tajikistan,SI3_AGG - AG - Agricultural products,World,,739,725,691,835,905,
Tajikistan,SI3_AGG - AGFO - Food,World,,648,634,614,750,803,
Tajikistan,SI3_AGG - MI - Fuels and mining products,World,,617,596,666,721,638,
Tajikistan,SI3_AGG - MIFU - Fuels,World,,472,475,563,593,527,
Tajikistan,SI3_AGG - MA - Manufactures,World,,1621,1420,1776,1746,1593,
Tajikistan,SI3_AGG - MAIS - Iron and steel,World,,242,198,297,248,257,
Tajikistan,SI3_AGG - MACH - Chemicals,World,,251,270,282,299,314,
Tajikistan,SI3_AGG - MACHPH - Pharmaceuticals,World,,36,43,44,50,66,
Tajikistan,SI3_AGG - MAMT - Machinery and transport equipment,World,,607,496,731,744,601,
Tajikistan,SI3_AGG - MAMTOF - Office and telecom equipment,World,,42,31,36,61,37,
Tajikistan,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,15,8,8,13,9,
Tajikistan,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,24,20,26,45,25,
Tajikistan,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,3,3,2,3,2,
Tajikistan,SI3_AGG - MAMTTE - Transport equipment,World,,133,189,292,318,223,
Tajikistan,SI3_AGG - MAMTAU - Automotive products,World,,111,164,270,283,206,
Tajikistan,SI3_AGG - MATE - Textiles,World,,49,45,40,49,52,
Tajikistan,SI3_AGG - MACL - Clothing,World,,21,19,17,24,18,
Tanzania,SI3_AGG - TO - Total merchandise,World,10789,9300,8299,9120,9452,7889,
Tanzania,SI3_AGG - AG - Agricultural products,World,1146,947,882,737,693,682,
Tanzania,SI3_AGG - AGFO - Food,World,1029,848,798,619,573,554,
Tanzania,SI3_AGG - MI - Fuels and mining products,World,2620,1517,1604,1878,1781,1285,
Tanzania,SI3_AGG - MIFU - Fuels,World,2504,1427,1528,1780,1740,1217,
Tanzania,SI3_AGG - MA - Manufactures,World,6211,5411,5256,5938,6067,5912,
Tanzania,SI3_AGG - MAIS - Iron and steel,World,426,299,312,554,644,490,
Tanzania,SI3_AGG - MACH - Chemicals,World,1592,1329,1508,1573,1622,1782,
Tanzania,SI3_AGG - MACHPH - Pharmaceuticals,World,410,329,431,287,390,451,
Tanzania,SI3_AGG - MAMT - Machinery and transport equipment,World,2948,2447,2278,2494,2474,2331,
Tanzania,SI3_AGG - MAMTOF - Office and telecom equipment,World,374,337,304,278,226,262,
Tanzania,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,118,98,127,107,68,67,
Tanzania,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,227,209,144,137,131,165,
Tanzania,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,29,30,33,33,26,30,
Tanzania,SI3_AGG - MAMTTE - Transport equipment,World,1144,890,725,981,977,713,
Tanzania,SI3_AGG - MAMTAU - Automotive products,World,760,588,457,672,635,546,
Tanzania,SI3_AGG - MATE - Textiles,World,137,161,131,147,140,134,
Tanzania,SI3_AGG - MACL - Clothing,World,71,68,66,71,68,82,
Thailand,SI3_AGG - TO - Total merchandise,World,202653,194198,221519,248201,236260,206992,
Thailand,SI3_AGG - AG - Agricultural products,World,15983,16288,17610,18605,17112,18611,
Thailand,SI3_AGG - AGFO - Food,World,12717,13148,13923,14790,13862,15818,
Thailand,SI3_AGG - MI - Fuels and mining products,World,37716,31186,39244,52359,43144,37124,
Thailand,SI3_AGG - MIFU - Fuels,World,30288,24008,30145,42041,34552,28720,
Thailand,SI3_AGG - MA - Manufactures,World,141448,140386,153104,166258,147289,144853,
Thailand,SI3_AGG - MAIS - Iron and steel,World,10696,10421,11110,13331,11702,9977,
Thailand,SI3_AGG - MACH - Chemicals,World,21684,21349,23962,26910,23287,23630,
Thailand,SI3_AGG - MACHPH - Pharmaceuticals,World,2373,2418,2599,2955,2572,2821,
Thailand,SI3_AGG - MAMT - Machinery and transport equipment,World,76544,75808,81679,86629,76221,76680,
Thailand,SI3_AGG - MAMTOF - Office and telecom equipment,World,27604,26815,30918,33055,28224,30997,
Thailand,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,7492,6613,9432,10559,8715,8783,
Thailand,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,9251,9174,8277,8416,7184,7608,
Thailand,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,10861,11028,13209,14080,12325,14606,
Thailand,SI3_AGG - MAMTTE - Transport equipment,World,16017,16479,18469,18086,15830,13012,
Thailand,SI3_AGG - MAMTAU - Automotive products,World,8371,9164,9402,10665,9961,8295,
Thailand,SI3_AGG - MATE - Textiles,World,2870,2925,3009,3355,3110,2880,
Thailand,SI3_AGG - MACL - Clothing,World,949,1086,1151,1456,1387,1255,
Timor-Leste,SI3_AGG - TO - Total merchandise,World,578,547,554,520,591,625,
Timor-Leste,SI3_AGG - AG - Agricultural products,World,,159,188,195,170,203,
Timor-Leste,SI3_AGG - AGFO - Food,World,,151,178,191,168,201,
Timor-Leste,SI3_AGG - MI - Fuels and mining products,World,,23,123,79,156,113,
Timor-Leste,SI3_AGG - MIFU - Fuels,World,,20,117,60,149,108,
Timor-Leste,SI3_AGG - MA - Manufactures,World,,361,243,207,232,267,
Timor-Leste,SI3_AGG - MAIS - Iron and steel,World,,29,17,13,10,13,
Timor-Leste,SI3_AGG - MACH - Chemicals,World,,25,22,17,22,23,
Timor-Leste,SI3_AGG - MACHPH - Pharmaceuticals,World,,5,6,5,8,4,
Timor-Leste,SI3_AGG - MAMT - Machinery and transport equipment,World,,181,145,131,138,130,
Timor-Leste,SI3_AGG - MAMTOF - Office and telecom equipment,World,,32,22,15,21,18,
Timor-Leste,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,,8,5,4,5,3,
Timor-Leste,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,,24,17,10,14,14,
Timor-Leste,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,,1,1,1,2,0,
Timor-Leste,SI3_AGG - MAMTTE - Transport equipment,World,,83,73,91,78,67,
Timor-Leste,SI3_AGG - MAMTAU - Automotive products,World,,52,53,43,62,49,
Timor-Leste,SI3_AGG - MATE - Textiles,World,,3,3,3,4,8,
Timor-Leste,SI3_AGG - MACL - Clothing,World,,6,2,2,3,4,
Togo,SI3_AGG - TO - Total merchandise,World,2336,2261,1874,2116,2091,2166,
Togo,SI3_AGG - AG - Agricultural products,World,304,273,342,329,347,411,
Togo,SI3_AGG - AGFO - Food,World,283,252,317,300,318,382,
Togo,SI3_AGG - MI - Fuels and mining products,World,334,189,196,382,259,256,
Togo,SI3_AGG - MIFU - Fuels,World,314,175,181,369,243,236,
Togo,SI3_AGG - MA - Manufactures,World,1239,1254,1096,1016,1174,1494,
Togo,SI3_AGG - MAIS - Iron and steel,World,74,82,76,86,87,57,
Togo,SI3_AGG - MACH - Chemicals,World,328,315,334,289,374,398,
Togo,SI3_AGG - MACHPH - Pharmaceuticals,World,101,92,113,85,130,125,
Togo,SI3_AGG - MAMT - Machinery and transport equipment,World,435,516,337,338,370,587,
Togo,SI3_AGG - MAMTOF - Office and telecom equipment,World,58,53,43,46,68,67,
Togo,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,10,8,7,18,18,22,
Togo,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,40,38,34,25,42,28,
Togo,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,8,7,2,4,8,17,
Togo,SI3_AGG - MAMTTE - Transport equipment,World,154,198,173,167,164,276,
Togo,SI3_AGG - MAMTAU - Automotive products,World,102,113,93,92,95,178,
Togo,SI3_AGG - MATE - Textiles,World,120,120,125,88,110,130,
Togo,SI3_AGG - MACL - Clothing,World,9,16,14,13,19,32,
Tokelau,SI3_AGG - TO - Total merchandise,World,0,0,0,0,0,0,
Tonga,SI3_AGG - TO - Total merchandise,World,209,229,231,230,238,229,
Tonga,SI3_AGG - AG - Agricultural products,World,73,68,92,81,80,85,
Tonga,SI3_AGG - AGFO - Food,World,68,62,85,75,76,77,
Tonga,SI3_AGG - MI - Fuels and mining products,World,5,27,3,7,19,2,
Tonga,SI3_AGG - MIFU - Fuels,World,7,25,1,5,2,1,
Tonga,SI3_AGG - MA - Manufactures,World,123,127,129,132,131,135,
Tonga,SI3_AGG - MAIS - Iron and steel,World,4,6,3,5,4,4,
Tonga,SI3_AGG - MACH - Chemicals,World,12,15,13,11,13,14,
Tonga,SI3_AGG - MACHPH - Pharmaceuticals,World,3,1,3,2,2,3,
Tonga,SI3_AGG - MAMT - Machinery and transport equipment,World,50,54,55,55,60,58,
Tonga,SI3_AGG - MAMTOF - Office and telecom equipment,World,9,10,15,9,13,13,
Tonga,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3,3,6,3,3,4,
Tonga,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,5,6,6,5,9,7,
Tonga,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1,1,2,0,0,3,
Tonga,SI3_AGG - MAMTTE - Transport equipment,World,17,24,19,17,19,16,
Tonga,SI3_AGG - MAMTAU - Automotive products,World,12,10,14,12,11,12,
Tonga,SI3_AGG - MATE - Textiles,World,3,2,3,3,3,3,
Tonga,SI3_AGG - MACL - Clothing,World,3,2,2,2,2,3,
Trinidad and Tobago,SI3_AGG - TO - Total merchandise,World,9233,8052,6893,7710,6327,4671,
Trinidad and Tobago,SI3_AGG - AG - Agricultural products,World,1117,1208,1078,1157,935,769,
Trinidad and Tobago,SI3_AGG - AGFO - Food,World,1062,1148,1023,1096,887,730,
Trinidad and Tobago,SI3_AGG - MI - Fuels and mining products,World,2979,1462,1669,1994,1658,895,
Trinidad and Tobago,SI3_AGG - MIFU - Fuels,World,2643,1220,1289,1613,1219,654,
Trinidad and Tobago,SI3_AGG - MA - Manufactures,World,5136,5105,3975,4325,3490,2828,
Trinidad and Tobago,SI3_AGG - MAIS - Iron and steel,World,328,276,252,295,205,183,
Trinidad and Tobago,SI3_AGG - MACH - Chemicals,World,701,622,522,675,495,420,
Trinidad and Tobago,SI3_AGG - MACHPH - Pharmaceuticals,World,145,85,71,92,69,61,
Trinidad and Tobago,SI3_AGG - MAMT - Machinery and transport equipment,World,2870,2847,2059,2045,1766,1357,
Trinidad and Tobago,SI3_AGG - MAMTOF - Office and telecom equipment,World,422,384,331,254,180,138,
Trinidad and Tobago,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,125,99,86,80,70,62,
Trinidad and Tobago,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,290,281,242,168,107,74,
Trinidad and Tobago,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,7,5,3,5,3,2,
Trinidad and Tobago,SI3_AGG - MAMTTE - Transport equipment,World,1190,1150,723,679,683,397,
Trinidad and Tobago,SI3_AGG - MAMTAU - Automotive products,World,655,622,537,512,457,282,
Trinidad and Tobago,SI3_AGG - MATE - Textiles,World,72,73,59,64,59,49,
Trinidad and Tobago,SI3_AGG - MACL - Clothing,World,59,60,52,57,52,31,
Tunisia,SI3_AGG - TO - Total merchandise,World,20221,19462,20654,22705,21555,18351,
Tunisia,SI3_AGG - AG - Agricultural products,World,2653,2564,2647,2779,2609,2936,
Tunisia,SI3_AGG - AGFO - Food,World,2261,2171,2278,2377,2267,2656,
Tunisia,SI3_AGG - MI - Fuels and mining products,World,3585,2831,3435,4278,4375,2301,
Tunisia,SI3_AGG - MIFU - Fuels,World,2874,2145,2679,3406,3607,1614,
Tunisia,SI3_AGG - MA - Manufactures,World,13966,14064,14497,15613,14555,13070,
Tunisia,SI3_AGG - MAIS - Iron and steel,World,686,559,737,1007,727,671,
Tunisia,SI3_AGG - MACH - Chemicals,World,2346,2292,2387,2614,2495,2262,
Tunisia,SI3_AGG - MACHPH - Pharmaceuticals,World,548,512,555,593,585,565,
Tunisia,SI3_AGG - MAMT - Machinery and transport equipment,World,6522,6679,6620,6933,6565,5737,
Tunisia,SI3_AGG - MAMTOF - Office and telecom equipment,World,1091,1190,1067,1176,1156,1135,
Tunisia,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,374,330,219,273,341,329,
Tunisia,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,441,460,387,342,303,347,
Tunisia,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,276,400,461,561,512,459,
Tunisia,SI3_AGG - MAMTTE - Transport equipment,World,2202,1905,1857,1718,1670,1419,
Tunisia,SI3_AGG - MAMTAU - Automotive products,World,1577,1587,1533,1402,1159,1124,
Tunisia,SI3_AGG - MATE - Textiles,World,1418,1429,1541,1670,1593,1432,
Tunisia,SI3_AGG - MACL - Clothing,World,417,430,459,454,410,406,
Turkey,SI3_AGG - TO - Total merchandise,World,213619,202189,238715,231152,210345,219515,
Turkey,SI3_AGG - AG - Agricultural products,World,17701,17223,20157,19979,19798,19726,
Turkey,SI3_AGG - AGFO - Food,World,12392,12166,14068,14076,14373,14744,
Turkey,SI3_AGG - MI - Fuels and mining products,World,42941,38966,53544,61559,56871,44814,
Turkey,SI3_AGG - MIFU - Fuels,World,30222,12178,16957,20702,15149,10897,
Turkey,SI3_AGG - MA - Manufactures,World,140546,139166,147800,137506,121933,129244,
Turkey,SI3_AGG - MAIS - Iron and steel,World,11449,9665,11687,12348,10157,9559,
Turkey,SI3_AGG - MACH - Chemicals,World,29571,27955,31984,32612,31134,31015,
Turkey,SI3_AGG - MACHPH - Pharmaceuticals,World,4784,4580,4853,4877,5294,5348,
Turkey,SI3_AGG - MAMT - Machinery and transport equipment,World,68102,71051,72468,62466,52472,62843,
Turkey,SI3_AGG - MAMTOF - Office and telecom equipment,World,12375,12629,13677,9593,8767,10294,
Turkey,SI3_AGG - MAMTOTEP - Electronic data processing and office equipment,World,3462,2848,4534,3778,3559,4424,
Turkey,SI3_AGG - MAMTOTTL - Telecommunications equipment,World,7696,6978,5537,4348,4061,4579,
Turkey,SI3_AGG - MAMTOTIC - Integrated circuits and electronic components,World,1218,2803,3607,1466,1147,1291,
Turkey,SI3_AGG - MAMTTE - Transport equipment,World,27032,27811,28811,23388,19531,24786,
